Election_Year,Region,Ethnic_Group,Language,Education_Level,Population_Density,GDP_per_Capita,Candidate_Origin_Region,Voted_For,Election_Winner_Party
2009,Central,Tumbuka,Chichewa,Primary,214,813,Northern,Independent,DPP
2009,Southern,Chewa,Chilomwe,Primary,352,832,Southern,Other,DPP
2009,Southern,Lomwe,Chilomwe,No formal,245,940,Central,DPP,DPP
2009,Central,Ngoni,Chiyao,Tertiary,170,680,Northern,MCP,DPP
2009,Central,Chewa,Chiyao,Secondary,216,659,Northern,DPP,DPP
2009,Central,Sena,Chichewa,Secondary,200,625,Central,MCP,DPP
2009,Southern,Tumbuka,Chichewa,Primary,277,656,Southern,DPP,DPP
2009,Southern,Ngoni,Chichewa,No formal,266,1225,Central,UDF,DPP
2009,Northern,Yao,Chitumbuka,Primary,195,678,Southern,DPP,DPP
2009,Northern,Yao,English,Primary,142,874,Northern,AFORD,DPP
2009,Southern,Sena,Chichewa,Secondary,390,1328,Central,DPP,DPP
2009,Central,Tonga,Chichewa,No formal,210,769,Northern,DPP,DPP
2009,Southern,Lambya/Nyiha,Chichewa,Primary,318,800,Southern,MCP,DPP
2009,Southern,Lomwe,Chichewa,No formal,358,964,Southern,UDF,DPP
2009,Northern,Nyanja,Chitumbuka,Primary,238,316,Northern,UDF,DPP
2009,Central,Lambya/Nyiha,Chichewa,Secondary,275,910,Central,Other,DPP
2009,Northern,Chewa,Chitumbuka,Primary,107,314,Northern,Independent,DPP
2009,Southern,Chewa,Chilomwe,No formal,486,332,Southern,MCP,DPP
2009,Central,Ngonde,Chichewa,Primary,281,604,Central,MCP,DPP
2009,Northern,Nyanja,Chitumbuka,Secondary,63,613,Central,MCP,DPP
2009,Central,Nyanja,Chichewa,Secondary,310,626,Southern,DPP,DPP
2009,Central,Nyanja,Chichewa,Primary,260,950,Southern,PP,DPP
2009,Northern,Chewa,English,Primary,74,762,Northern,AFORD,DPP
2009,Central,Ngoni,Chichewa,Secondary,162,967,Central,MCP,DPP
2009,Northern,Lomwe,English,No formal,144,480,Northern,Other,DPP
2009,Southern,Chewa,Chilomwe,Secondary,492,697,Central,Other,DPP
2009,Northern,Lambya/Nyiha,English,Secondary,88,378,Central,PP,DPP
2009,Central,Lambya/Nyiha,Chichewa,Primary,247,565,Northern,DPP,DPP
2009,Central,Nyanja,Chichewa,Primary,171,667,Central,MCP,DPP
2009,Southern,Nyanja,Chilomwe,Primary,284,607,Southern,UDF,DPP
2009,Southern,Ngonde,Chilomwe,Secondary,177,578,Northern,MCP,DPP
2009,Southern,Lambya/Nyiha,Chilomwe,Secondary,278,220,Central,AFORD,DPP
2009,Southern,Tonga,Chilomwe,Secondary,220,538,Southern,UDF,DPP
2009,Southern,Tumbuka,Chilomwe,Primary,294,697,Southern,MCP,DPP
2009,Central,Lomwe,English,Primary,185,855,Central,DPP,DPP
2009,Southern,Ngonde,Chichewa,Primary,335,370,Central,MCP,DPP
2009,Northern,Ngonde,Chitumbuka,Primary,157,393,Central,DPP,DPP
2009,Central,Sena,Chichewa,Secondary,181,615,Central,MCP,DPP
2009,Central,Lomwe,Chiyao,Primary,328,486,Northern,DPP,DPP
2009,Southern,Ngoni,Chichewa,Primary,272,674,Northern,Independent,DPP
2009,Central,Lambya/Nyiha,Chiyao,Secondary,207,906,Central,UDF,DPP
2009,Southern,Tumbuka,Chilomwe,Secondary,488,785,Northern,Other,DPP
2009,Northern,Tumbuka,Chitumbuka,Secondary,69,370,Southern,Other,DPP
2009,Central,Lomwe,Chichewa,Secondary,306,665,Northern,UDF,DPP
2009,Central,Chewa,Chichewa,Primary,252,1037,Central,MCP,DPP
2009,Central,Sena,Chichewa,No formal,211,821,Central,MCP,DPP
2009,Central,Lambya/Nyiha,Chiyao,Secondary,255,763,Southern,PP,DPP
2009,Central,Tonga,English,Primary,270,802,Central,MCP,DPP
2009,Southern,Sena,Chilomwe,Primary,302,826,Central,Other,DPP
2009,Central,Ngonde,Chichewa,Primary,189,858,Central,MCP,DPP
2009,Northern,Yao,Chichewa,Primary,121,536,Central,MCP,DPP
2009,Central,Ngonde,Chichewa,Tertiary,217,691,Southern,DPP,DPP
2009,Southern,Ngoni,Chichewa,No formal,252,1341,Southern,DPP,DPP
2009,Northern,Ngonde,Chitumbuka,Tertiary,233,719,Central,AFORD,DPP
2009,Central,Lambya/Nyiha,Chiyao,Secondary,310,892,Southern,MCP,DPP
2009,Northern,Tumbuka,Chichewa,Primary,86,335,Northern,DPP,DPP
2009,Central,Tonga,Chichewa,Primary,260,570,Central,PP,DPP
2009,Central,Lambya/Nyiha,English,Primary,223,598,Central,AFORD,DPP
2009,Central,Tumbuka,Chichewa,Secondary,222,643,Central,DPP,DPP
2009,Southern,Nyanja,Chilomwe,Secondary,195,876,Central,MCP,DPP
2009,Central,Sena,Chichewa,Primary,299,752,Central,MCP,DPP
2009,Southern,Yao,Chichewa,Secondary,307,970,Northern,MCP,DPP
2009,Southern,Lambya/Nyiha,Chichewa,Primary,343,648,Central,DPP,DPP
2009,Central,Tumbuka,English,Secondary,178,726,Southern,DPP,DPP
2009,Central,Chewa,Chichewa,Primary,27,1162,Central,PP,DPP
2009,Northern,Lambya/Nyiha,Chitumbuka,Primary,175,232,Southern,Independent,DPP
2009,Central,Tumbuka,Chichewa,Primary,147,844,Southern,DPP,DPP
2009,Central,Ngonde,English,Primary,240,508,Southern,Other,DPP
2009,Southern,Tonga,English,Tertiary,369,914,Central,MCP,DPP
2009,Southern,Lomwe,Chichewa,Tertiary,129,503,Northern,PP,DPP
2009,Northern,Lambya/Nyiha,Chichewa,Tertiary,195,404,Central,DPP,DPP
2009,Central,Lomwe,Chichewa,Secondary,172,739,Southern,DPP,DPP
2009,Southern,Nyanja,Chilomwe,Primary,273,810,Central,UDF,DPP
2009,Northern,Lambya/Nyiha,Chitumbuka,Primary,147,520,Central,PP,DPP
2009,Northern,Tonga,English,Primary,20,711,Southern,AFORD,DPP
2009,Central,Nyanja,Chichewa,Primary,147,113,Southern,MCP,DPP
2009,Southern,Tonga,Chilomwe,Primary,389,860,Central,PP,DPP
2009,Northern,Lomwe,Chitumbuka,Primary,183,229,Central,UDF,DPP
2009,Southern,Chewa,Chilomwe,Primary,399,648,Northern,UDF,DPP
2009,Central,Sena,Chichewa,Primary,239,679,Central,UDF,DPP
2009,Northern,Chewa,Chitumbuka,Primary,159,236,Southern,PP,DPP
2009,Northern,Ngonde,English,No formal,141,623,Central,PP,DPP
2009,Central,Ngonde,English,Secondary,236,932,Southern,MCP,DPP
2009,Central,Lambya/Nyiha,Chichewa,Secondary,137,723,Northern,DPP,DPP
2009,Northern,Tonga,Chitumbuka,Tertiary,85,394,Central,AFORD,DPP
2009,Northern,Tumbuka,Chitumbuka,Secondary,47,240,Central,UDF,DPP
2009,Southern,Tumbuka,Chichewa,Secondary,277,672,Central,DPP,DPP
2009,Central,Chewa,Chichewa,Primary,254,300,Southern,Other,DPP
2009,Southern,Tonga,English,Primary,352,1033,Northern,DPP,DPP
2009,Central,Sena,Chichewa,Primary,179,636,Southern,MCP,DPP
2009,Northern,Yao,Chitumbuka,Primary,118,405,Central,MCP,DPP
2009,Central,Tonga,Chiyao,Secondary,175,890,Northern,DPP,DPP
2009,Southern,Nyanja,Chilomwe,Primary,357,544,Central,DPP,DPP
2009,Southern,Nyanja,Chilomwe,Primary,188,816,Central,DPP,DPP
2009,Southern,Yao,English,No formal,330,384,Central,DPP,DPP
2009,Northern,Tonga,Chitumbuka,Secondary,158,581,Central,Independent,DPP
2009,Central,Chewa,Chichewa,Secondary,142,1004,Central,MCP,DPP
2009,Central,Tonga,Chichewa,Primary,146,597,Southern,MCP,DPP
2009,Northern,Yao,Chichewa,Primary,157,534,Central,MCP,DPP
2009,Southern,Tumbuka,Chilomwe,Primary,369,647,Central,DPP,DPP
2009,Southern,Sena,Chichewa,Primary,248,733,Central,MCP,DPP
2009,Southern,Ngoni,English,Secondary,254,1083,Central,MCP,DPP
2009,Southern,Lomwe,Chilomwe,Primary,205,537,Northern,DPP,DPP
2009,Southern,Ngoni,Chilomwe,Primary,369,824,Southern,DPP,DPP
2009,Central,Ngoni,Chichewa,Primary,194,452,Central,DPP,DPP
2009,Central,Ngoni,Chichewa,Secondary,235,577,Northern,DPP,DPP
2009,Southern,Sena,Chichewa,Primary,289,529,Central,DPP,DPP
2009,Southern,Nyanja,Chichewa,Secondary,297,877,Northern,Independent,DPP
2009,Central,Tonga,Chichewa,Secondary,218,505,Central,Other,DPP
2009,Central,Lambya/Nyiha,Chichewa,Tertiary,161,938,Southern,MCP,DPP
2009,Central,Lomwe,Chichewa,Secondary,155,809,Central,DPP,DPP
2009,Central,Ngoni,Chichewa,Secondary,114,398,Central,AFORD,DPP
2009,Central,Ngoni,Chichewa,Tertiary,195,833,Central,PP,DPP
2009,Central,Ngonde,Chichewa,Tertiary,107,716,Southern,Other,DPP
2009,Central,Tonga,English,Secondary,142,566,Central,PP,DPP
2009,Central,Tonga,Chiyao,Primary,154,136,Central,MCP,DPP
2009,Northern,Ngonde,English,Primary,169,286,Central,MCP,DPP
2009,Central,Lomwe,English,Secondary,205,868,Central,Independent,DPP
2009,Central,Tonga,Chichewa,Primary,133,705,Central,DPP,DPP
2009,Central,Ngoni,Chichewa,Primary,257,676,Central,AFORD,DPP
2009,Northern,Ngonde,Chitumbuka,Primary,68,319,Northern,PP,DPP
2009,Southern,Chewa,Chichewa,No formal,379,1317,Central,DPP,DPP
2009,Northern,Lomwe,English,Primary,193,598,Southern,DPP,DPP
2009,Central,Ngonde,Chichewa,Primary,239,792,Northern,Other,DPP
2009,Central,Sena,Chichewa,No formal,199,870,Northern,MCP,DPP
2009,Central,Sena,Chichewa,Primary,247,386,Central,AFORD,DPP
2009,Northern,Sena,Chitumbuka,Primary,211,568,Central,Independent,DPP
2009,Southern,Lomwe,Chilomwe,Tertiary,284,771,Southern,DPP,DPP
2009,Central,Nyanja,Chichewa,Primary,228,456,Northern,AFORD,DPP
2009,Southern,Tumbuka,Chichewa,Tertiary,413,1539,Northern,DPP,DPP
2009,Central,Ngoni,Chichewa,No formal,153,662,Southern,PP,DPP
2009,Northern,Sena,Chitumbuka,Secondary,128,267,Northern,DPP,DPP
2009,Northern,Ngoni,Chitumbuka,Tertiary,278,356,Central,DPP,DPP
2009,Central,Sena,Chichewa,Primary,200,589,Southern,MCP,DPP
2009,Southern,Ngoni,English,Primary,239,628,Southern,DPP,DPP
2009,Southern,Lambya/Nyiha,Chilomwe,No formal,98,850,Central,Independent,DPP
2009,Southern,Sena,Chilomwe,Secondary,436,826,Central,DPP,DPP
2009,Southern,Chewa,English,Primary,227,665,Central,MCP,DPP
2009,Central,Yao,Chiyao,Tertiary,279,653,Central,PP,DPP
2009,Central,Sena,English,Primary,176,795,Central,MCP,DPP
2009,Central,Tonga,Chichewa,Secondary,125,739,Central,Independent,DPP
2009,Central,Nyanja,Chichewa,Secondary,377,738,Central,DPP,DPP
2009,Central,Chewa,Chichewa,Primary,219,802,Central,Independent,DPP
2009,Central,Ngonde,Chichewa,Secondary,269,779,Central,DPP,DPP
2009,Southern,Chewa,Chilomwe,Primary,416,1323,Central,DPP,DPP
2009,Southern,Yao,Chilomwe,Secondary,209,853,Central,DPP,DPP
2009,Northern,Tumbuka,Chitumbuka,Primary,195,441,Central,DPP,DPP
2009,Central,Ngoni,English,Primary,253,597,Southern,MCP,DPP
2009,Northern,Nyanja,Chitumbuka,Primary,132,493,Northern,DPP,DPP
2009,Northern,Tonga,Chitumbuka,Primary,183,531,Northern,Independent,DPP
2009,Southern,Nyanja,Chichewa,Primary,264,965,Central,DPP,DPP
2009,Southern,Nyanja,English,Tertiary,318,626,Northern,DPP,DPP
2009,Northern,Tumbuka,Chitumbuka,Secondary,277,508,Central,DPP,DPP
2009,Central,Tonga,Chichewa,No formal,232,604,Northern,DPP,DPP
2009,Southern,Nyanja,Chichewa,Tertiary,246,1130,Northern,DPP,DPP
2009,Northern,Nyanja,Chitumbuka,Primary,161,525,Southern,Independent,DPP
2009,Central,Yao,Chichewa,Primary,179,693,Northern,MCP,DPP
2009,Southern,Ngonde,Chilomwe,Tertiary,221,886,Northern,DPP,DPP
2009,Central,Sena,Chichewa,No formal,277,467,Northern,Other,DPP
2009,Southern,Nyanja,Chilomwe,Primary,218,606,Central,Independent,DPP
2009,Northern,Yao,Chitumbuka,Tertiary,178,762,Southern,DPP,DPP
2009,Central,Sena,Chichewa,Primary,107,887,Central,Other,DPP
2009,Southern,Nyanja,Chilomwe,Primary,249,1056,Central,Other,DPP
2009,Central,Tonga,Chichewa,Secondary,307,700,Central,DPP,DPP
2009,Central,Lomwe,Chichewa,Primary,150,570,Central,PP,DPP
2009,Central,Sena,Chichewa,Secondary,76,495,Central,UDF,DPP
2009,Northern,Yao,Chitumbuka,Secondary,140,691,Central,AFORD,DPP
2009,Northern,Tumbuka,Chitumbuka,Primary,113,414,Northern,DPP,DPP
2009,Southern,Lomwe,Chichewa,No formal,255,1140,Central,DPP,DPP
2009,Central,Tonga,English,Tertiary,258,724,Southern,MCP,DPP
2009,Central,Lambya/Nyiha,Chichewa,Primary,160,700,Northern,AFORD,DPP
2009,Central,Sena,Chiyao,Primary,174,387,Southern,MCP,DPP
2009,Southern,Tonga,Chilomwe,Primary,396,485,Southern,Independent,DPP
2009,Southern,Lambya/Nyiha,Chichewa,Primary,290,869,Central,DPP,DPP
2009,Central,Nyanja,Chichewa,Secondary,300,354,Southern,AFORD,DPP
2009,Central,Chewa,English,Secondary,140,979,Southern,Other,DPP
2009,Central,Tumbuka,Chiyao,Secondary,42,378,Northern,DPP,DPP
2009,Central,Ngoni,Chichewa,Primary,146,552,Central,DPP,DPP
2009,Northern,Sena,Chichewa,No formal,239,623,Northern,DPP,DPP
2009,Northern,Ngonde,Chitumbuka,Secondary,155,693,Southern,AFORD,DPP
2009,Northern,Sena,English,Tertiary,147,576,Central,DPP,DPP
2009,Central,Sena,English,Secondary,142,849,Central,Other,DPP
2009,Central,Sena,Chichewa,No formal,299,838,Central,MCP,DPP
2009,Southern,Nyanja,Chichewa,Primary,289,521,Southern,Independent,DPP
2009,Central,Tonga,Chichewa,No formal,279,758,Central,MCP,DPP
2009,Southern,Ngoni,English,Primary,292,664,Central,UDF,DPP
2009,Northern,Chewa,Chitumbuka,Tertiary,262,497,Central,Other,DPP
2009,Northern,Ngoni,Chitumbuka,Secondary,182,541,Northern,DPP,DPP
2009,Central,Nyanja,Chichewa,Tertiary,221,590,Southern,Other,DPP
2009,Central,Tonga,Chichewa,No formal,279,621,Central,MCP,DPP
2009,Northern,Nyanja,Chitumbuka,Secondary,184,488,Northern,MCP,DPP
2009,Southern,Tumbuka,Chilomwe,Tertiary,146,1047,Central,DPP,DPP
2009,Central,Tumbuka,Chichewa,Secondary,306,854,Central,Other,DPP
2009,Northern,Ngonde,Chitumbuka,Secondary,169,627,Central,MCP,DPP
2009,Northern,Lomwe,Chichewa,Primary,106,667,Central,DPP,DPP
2009,Central,Yao,Chichewa,Primary,345,761,Northern,DPP,DPP
2009,Southern,Tonga,Chilomwe,Primary,477,598,Northern,DPP,DPP
2009,Southern,Lomwe,English,Tertiary,384,836,Southern,MCP,DPP
2009,Northern,Nyanja,Chitumbuka,No formal,170,550,Central,DPP,DPP
2009,Central,Ngonde,Chichewa,Secondary,351,710,Southern,UDF,DPP
2009,Central,Lomwe,Chichewa,Secondary,164,595,Central,MCP,DPP
2009,Northern,Lambya/Nyiha,Chitumbuka,Primary,169,630,Northern,UDF,DPP
2009,Northern,Tonga,Chitumbuka,Secondary,121,379,Southern,PP,DPP
2009,Southern,Nyanja,Chilomwe,Secondary,313,908,Northern,DPP,DPP
2009,Central,Chewa,Chichewa,Primary,201,685,Northern,DPP,DPP
2009,Northern,Tonga,Chitumbuka,No formal,62,469,Northern,AFORD,DPP
2009,Southern,Yao,Chichewa,Primary,524,754,Southern,DPP,DPP
2009,Central,Yao,Chichewa,Primary,111,478,Northern,Independent,DPP
2009,Southern,Chewa,Chilomwe,Primary,269,689,Central,AFORD,DPP
2009,Northern,Lomwe,Chichewa,Primary,237,227,Northern,DPP,DPP
2009,Northern,Ngonde,Chichewa,Tertiary,231,416,Central,Other,DPP
2009,Central,Sena,Chichewa,Primary,93,561,Northern,AFORD,DPP
2009,Southern,Lomwe,Chilomwe,No formal,211,641,Southern,DPP,DPP
2009,Southern,Nyanja,Chilomwe,Primary,323,778,Northern,MCP,DPP
2009,Southern,Ngonde,Chilomwe,Primary,308,947,Southern,DPP,DPP
2009,Southern,Lomwe,Chichewa,Secondary,409,756,Central,Independent,DPP
2009,Central,Sena,Chiyao,Tertiary,151,757,Central,MCP,DPP
2009,Northern,Sena,Chitumbuka,Secondary,107,737,Central,MCP,DPP
2009,Northern,Lomwe,Chitumbuka,Tertiary,142,400,Southern,Other,DPP
2009,Central,Tumbuka,Chichewa,No formal,174,805,Southern,DPP,DPP
2009,Northern,Nyanja,Chitumbuka,Primary,115,356,Central,DPP,DPP
2009,Central,Tumbuka,Chiyao,Primary,258,596,Southern,MCP,DPP
2009,Central,Tumbuka,Chichewa,Primary,133,518,Southern,MCP,DPP
2009,Central,Ngoni,Chiyao,Secondary,326,663,Central,DPP,DPP
2009,Northern,Nyanja,Chitumbuka,Primary,138,758,Northern,DPP,DPP
2009,Southern,Nyanja,Chilomwe,Primary,285,1040,Southern,UDF,DPP
2009,Southern,Tonga,Chichewa,Primary,354,1220,Southern,DPP,DPP
2009,Southern,Lomwe,Chilomwe,Primary,347,1030,Central,Independent,DPP
2009,Southern,Tumbuka,Chichewa,Primary,282,828,Central,DPP,DPP
2009,Southern,Lomwe,Chichewa,Secondary,339,801,Central,PP,DPP
2009,Northern,Ngonde,Chichewa,Secondary,128,665,Southern,DPP,DPP
2009,Northern,Yao,Chitumbuka,No formal,192,453,Northern,DPP,DPP
2009,Northern,Lomwe,Chichewa,Secondary,111,252,Southern,UDF,DPP
2009,Northern,Tumbuka,English,Primary,98,613,Central,Other,DPP
2009,Central,Ngonde,Chichewa,Primary,97,915,Southern,MCP,DPP
2009,Northern,Chewa,English,Secondary,20,902,Northern,DPP,DPP
2009,Central,Yao,Chichewa,Primary,80,579,Southern,MCP,DPP
2009,Central,Lambya/Nyiha,Chichewa,Secondary,175,772,Northern,MCP,DPP
2009,Central,Tonga,Chichewa,Primary,152,840,Central,DPP,DPP
2009,Central,Nyanja,Chichewa,Primary,135,623,Central,MCP,DPP
2009,Northern,Lambya/Nyiha,Chichewa,Tertiary,147,681,Central,UDF,DPP
2009,Central,Lambya/Nyiha,Chichewa,No formal,167,769,Northern,DPP,DPP
2009,Central,Ngoni,English,Primary,252,500,Northern,MCP,DPP
2009,Central,Tonga,Chichewa,Primary,397,677,Central,MCP,DPP
2009,Central,Ngonde,Chiyao,Primary,218,337,Southern,MCP,DPP
2009,Southern,Ngoni,Chichewa,Secondary,340,951,Northern,MCP,DPP
2009,Central,Chewa,Chiyao,Secondary,329,575,Southern,DPP,DPP
2009,Central,Yao,Chichewa,Primary,204,954,Northern,MCP,DPP
2009,Northern,Lambya/Nyiha,Chitumbuka,Primary,134,430,Northern,AFORD,DPP
2009,Central,Chewa,English,Tertiary,85,657,Southern,MCP,DPP
2009,Central,Tumbuka,Chichewa,Primary,258,602,Northern,MCP,DPP
2009,Central,Ngonde,Chichewa,Tertiary,307,819,Southern,MCP,DPP
2009,Central,Tonga,Chichewa,Primary,191,578,Central,PP,DPP
2009,Northern,Sena,Chitumbuka,Primary,229,500,Central,MCP,DPP
2009,Southern,Tumbuka,Chichewa,Secondary,300,569,Central,AFORD,DPP
2009,Northern,Ngoni,Chitumbuka,Tertiary,172,329,Southern,DPP,DPP
2009,Southern,Ngoni,Chilomwe,No formal,301,635,Northern,DPP,DPP
2009,Central,Lomwe,Chichewa,Primary,195,605,Central,MCP,DPP
2009,Northern,Yao,Chitumbuka,Secondary,69,436,Central,MCP,DPP
2009,Central,Tumbuka,Chichewa,Primary,192,950,Central,MCP,DPP
2009,Central,Ngoni,Chichewa,Secondary,248,752,Central,MCP,DPP
2009,Southern,Tonga,Chilomwe,Primary,315,881,Central,DPP,DPP
2009,Central,Lambya/Nyiha,Chichewa,Primary,278,522,Central,Other,DPP
2009,Northern,Ngonde,Chitumbuka,Secondary,133,534,Southern,DPP,DPP
2009,Central,Ngonde,Chichewa,Tertiary,176,927,Central,MCP,DPP
2009,Northern,Tumbuka,Chitumbuka,Primary,21,665,Southern,DPP,DPP
2009,Central,Lambya/Nyiha,Chichewa,Primary,86,446,Central,DPP,DPP
2009,Northern,Lomwe,Chichewa,Secondary,85,413,Southern,Independent,DPP
2009,Central,Sena,English,Primary,211,601,Southern,DPP,DPP
2009,Central,Sena,Chichewa,Primary,335,618,Central,DPP,DPP
2009,Central,Chewa,Chichewa,Secondary,187,363,Southern,MCP,DPP
2009,Northern,Lambya/Nyiha,Chichewa,Tertiary,130,474,Central,MCP,DPP
2009,Central,Nyanja,Chichewa,Secondary,282,533,Northern,MCP,DPP
2009,Northern,Chewa,Chitumbuka,Primary,144,449,Southern,DPP,DPP
2009,Central,Tonga,Chichewa,Primary,249,522,Central,AFORD,DPP
2009,Central,Yao,English,Secondary,118,756,Northern,Other,DPP
2009,Northern,Tonga,Chitumbuka,Secondary,147,514,Central,DPP,DPP
2009,Southern,Nyanja,Chichewa,Secondary,315,1034,Central,UDF,DPP
2009,Southern,Tonga,Chilomwe,No formal,208,498,Central,DPP,DPP
2009,Central,Tonga,Chichewa,Primary,192,784,Central,DPP,DPP
2009,Central,Ngoni,Chiyao,Secondary,243,341,Central,DPP,DPP
2009,Southern,Ngonde,English,Secondary,318,420,Southern,AFORD,DPP
2009,Central,Ngonde,Chiyao,Primary,290,804,Central,DPP,DPP
2009,Central,Yao,English,Secondary,257,986,Central,MCP,DPP
2009,Central,Sena,Chichewa,Primary,132,503,Southern,Independent,DPP
2009,Central,Nyanja,Chichewa,Primary,320,532,Central,DPP,DPP
2009,Northern,Sena,English,Secondary,228,484,Southern,Other,DPP
2009,Central,Lambya/Nyiha,Chichewa,Primary,177,749,Northern,Other,DPP
2009,Central,Tumbuka,Chiyao,Secondary,316,644,Southern,MCP,DPP
2009,Southern,Ngoni,English,Primary,503,904,Central,PP,DPP
2009,Central,Ngoni,English,Primary,250,913,Southern,Independent,DPP
2009,Central,Ngoni,Chichewa,Primary,286,1200,Northern,UDF,DPP
2009,Central,Lomwe,Chichewa,Secondary,66,1047,Northern,MCP,DPP
2009,Central,Ngonde,Chichewa,Primary,314,795,Central,MCP,DPP
2009,Southern,Tonga,Chichewa,Secondary,289,1113,Northern,DPP,DPP
2009,Central,Lomwe,Chichewa,Secondary,165,883,Central,PP,DPP
2009,Central,Ngonde,Chichewa,Secondary,238,447,Central,DPP,DPP
2009,Central,Nyanja,Chiyao,Secondary,244,643,Northern,MCP,DPP
2009,Southern,Tumbuka,Chichewa,Secondary,368,1007,Central,MCP,DPP
2009,Northern,Lomwe,Chitumbuka,Secondary,119,469,Northern,Other,DPP
2009,Central,Nyanja,Chichewa,Tertiary,100,639,Southern,DPP,DPP
2009,Southern,Lomwe,Chilomwe,No formal,350,668,Northern,DPP,DPP
2009,Northern,Lambya/Nyiha,Chichewa,Secondary,201,579,Central,PP,DPP
2009,Southern,Tonga,Chichewa,Primary,263,921,Southern,DPP,DPP
2009,Central,Lomwe,Chichewa,No formal,120,701,Central,AFORD,DPP
2009,Central,Lomwe,Chichewa,Primary,361,574,Southern,MCP,DPP
2009,Central,Yao,Chichewa,Primary,185,486,Northern,MCP,DPP
2009,Central,Lambya/Nyiha,Chichewa,Primary,309,550,Central,Other,DPP
2009,Southern,Sena,Chilomwe,No formal,288,417,Central,UDF,DPP
2009,Northern,Tonga,English,Secondary,108,569,Northern,MCP,DPP
2009,Central,Lomwe,Chichewa,Primary,232,791,Northern,MCP,DPP
2009,Northern,Yao,Chitumbuka,Primary,221,663,Central,DPP,DPP
2009,Central,Yao,Chichewa,Primary,171,912,Central,DPP,DPP
2009,Southern,Tonga,Chichewa,No formal,285,531,Southern,DPP,DPP
2009,Central,Lomwe,English,Tertiary,167,244,Central,DPP,DPP
2009,Northern,Lomwe,Chitumbuka,Secondary,166,515,Central,DPP,DPP
2009,Central,Sena,Chichewa,Primary,212,637,Northern,UDF,DPP
2009,Northern,Sena,English,Secondary,118,648,Central,DPP,DPP
2009,Central,Sena,Chichewa,Secondary,311,950,Central,MCP,DPP
2009,Northern,Ngonde,Chitumbuka,Secondary,20,426,Central,DPP,DPP
2009,Central,Tumbuka,Chichewa,Primary,154,670,Central,UDF,DPP
2009,Southern,Lambya/Nyiha,Chilomwe,Primary,417,799,Southern,DPP,DPP
2009,Central,Tumbuka,Chichewa,Secondary,293,929,Central,PP,DPP
2009,Central,Ngonde,Chichewa,Tertiary,294,508,Central,MCP,DPP
2009,Northern,Yao,Chitumbuka,Primary,229,340,Central,Independent,DPP
2009,Southern,Yao,Chilomwe,Primary,308,493,Southern,AFORD,DPP
2009,Southern,Lomwe,English,No formal,371,941,Central,DPP,DPP
2009,Northern,Sena,Chitumbuka,Secondary,88,455,Southern,MCP,DPP
2009,Northern,Ngonde,Chichewa,Secondary,62,516,Northern,Independent,DPP
2009,Central,Nyanja,Chichewa,Tertiary,255,512,Southern,DPP,DPP
2009,Northern,Sena,Chitumbuka,Primary,86,518,Southern,DPP,DPP
2009,Northern,Sena,Chichewa,Primary,161,492,Southern,AFORD,DPP
2009,Northern,Nyanja,English,Primary,116,450,Southern,Independent,DPP
2009,Central,Yao,Chichewa,Secondary,171,601,Central,MCP,DPP
2009,Northern,Nyanja,Chichewa,Tertiary,118,585,Northern,AFORD,DPP
2009,Southern,Nyanja,Chilomwe,No formal,359,981,Northern,MCP,DPP
2009,Northern,Tumbuka,Chichewa,Primary,161,628,Southern,DPP,DPP
2009,Southern,Tonga,English,Secondary,264,851,Northern,AFORD,DPP
2009,Central,Nyanja,Chichewa,Primary,158,577,Southern,MCP,DPP
2009,Central,Tumbuka,Chichewa,Primary,221,781,Central,MCP,DPP
2009,Southern,Tumbuka,Chichewa,Primary,305,682,Southern,DPP,DPP
2009,Central,Tonga,Chichewa,Primary,232,776,Northern,MCP,DPP
2009,Northern,Lambya/Nyiha,English,Primary,20,708,Central,UDF,DPP
2009,Central,Lomwe,English,Primary,276,808,Central,DPP,DPP
2009,Southern,Chewa,Chichewa,Tertiary,247,704,Southern,Independent,DPP
2009,Northern,Lomwe,Chitumbuka,No formal,20,528,Southern,PP,DPP
2009,Southern,Sena,Chilomwe,Tertiary,239,859,Southern,DPP,DPP
2009,Northern,Tonga,English,Primary,176,323,Northern,DPP,DPP
2009,Northern,Lomwe,English,Primary,156,226,Southern,MCP,DPP
2009,Northern,Lambya/Nyiha,Chichewa,Secondary,135,466,Northern,Independent,DPP
2009,Central,Sena,English,Primary,259,487,Northern,Independent,DPP
2009,Central,Lomwe,Chichewa,Primary,236,550,Southern,DPP,DPP
2009,Central,Lambya/Nyiha,Chiyao,Primary,232,479,Central,MCP,DPP
2009,Central,Lomwe,Chichewa,No formal,339,561,Southern,UDF,DPP
2009,Central,Sena,English,Primary,294,757,Northern,MCP,DPP
2009,Southern,Lambya/Nyiha,English,No formal,361,842,Northern,AFORD,DPP
2009,Northern,Yao,English,Primary,20,222,Northern,DPP,DPP
2009,Northern,Lomwe,Chitumbuka,Primary,192,346,Northern,Independent,DPP
2009,Central,Nyanja,Chichewa,Primary,196,383,Central,DPP,DPP
2009,Northern,Lambya/Nyiha,English,Primary,145,727,Central,Other,DPP
2009,Central,Ngoni,Chichewa,Primary,100,936,Northern,MCP,DPP
2009,Central,Tumbuka,Chiyao,Secondary,225,934,Central,DPP,DPP
